"Date_UTC","Extent","IAGA","GEOLON","GEOLAT","MAGON","MAGLAT","MLT","MCOLAT","IGRF_DECL","SZA","dbn_nez","dbe_nez","dbz_nez","dbn_geo","dbe_geo","dbz_geo"
"2000-01-01T00:00:00",60,"CLK",285,44.7,1.93,55.18,18.97,34.82,-14.44,115.88,NA,NA,NA,NA,NA,NA
"2000-01-01T01:00:00",60,"CLK",285,44.7,1.93,55.18,20,34.82,-14.44,126.51,NA,NA,NA,NA,NA,NA
"2000-01-01T02:00:00",60,"CLK",285,44.7,1.93,55.18,21.08,34.82,-14.44,137.03,NA,NA,NA,NA,NA,NA
"2000-01-01T03:00:00",60,"CLK",285,44.7,1.93,55.18,22.19,34.82,-14.44,146.87,NA,NA,NA,NA,NA,NA
"2000-01-01T04:00:00",60,"CLK",285,44.7,1.93,55.18,23.28,34.82,-14.44,154.8,NA,NA,NA,NA,NA,NA
"2000-01-01T05:00:00",60,"CLK",285,44.7,1.93,55.18,0.37,34.82,-14.44,158.35,NA,NA,NA,NA,NA,NA
"2000-01-01T06:00:00",60,"CLK",285,44.7,1.93,55.18,1.49,34.82,-14.44,155.43,NA,NA,NA,NA,NA,NA
"2000-01-01T07:00:00",60,"CLK",285,44.7,1.93,55.18,2.59,34.82,-14.44,147.82,NA,NA,NA,NA,NA,NA
"2000-01-01T08:00:00",60,"CLK",285,44.7,1.93,55.18,3.6,34.82,-14.44,138.1,NA,NA,NA,NA,NA,NA
"2000-01-01T09:00:00",60,"CLK",285,44.7,1.93,55.18,4.54,34.82,-14.44,127.61,NA,NA,NA,NA,NA,NA
"2000-01-01T10:00:00",60,"CLK",285,44.7,1.93,55.18,5.51,34.82,-14.44,116.97,NA,NA,NA,NA,NA,NA
"2000-01-01T11:00:00",60,"CLK",285,44.7,1.93,55.18,6.56,34.82,-14.44,106.54,NA,NA,NA,NA,NA,NA
"2000-01-01T12:00:00",60,"CLK",285,44.7,1.93,55.18,7.64,34.82,-14.44,96.6,NA,NA,NA,NA,NA,NA
"2000-01-01T13:00:00",60,"CLK",285,44.7,1.93,55.18,8.71,34.82,-14.44,87.5,NA,NA,NA,NA,NA,NA
"2000-01-01T14:00:00",60,"CLK",285,44.7,1.93,55.18,9.71,34.82,-14.44,79.59,NA,NA,NA,NA,NA,NA
"2000-01-01T15:00:00",60,"CLK",285,44.7,1.93,55.18,10.63,34.82,-14.44,73.35,NA,NA,NA,NA,NA,NA
"2000-01-01T16:00:00",60,"CLK",285,44.7,1.93,55.18,11.48,34.82,-14.44,69.25,NA,NA,NA,NA,NA,NA
"2000-01-01T17:00:00",60,"CLK",285,44.7,1.93,55.18,12.3,34.82,-14.44,67.72,NA,NA,NA,NA,NA,NA
"2000-01-01T18:00:00",60,"CLK",285,44.7,1.93,55.18,13.16,34.82,-14.44,68.94,NA,NA,NA,NA,NA,NA
"2000-01-01T19:00:00",60,"CLK",285,44.7,1.93,55.18,14.08,34.82,-14.44,72.75,NA,NA,NA,NA,NA,NA
"2000-01-01T20:00:00",60,"CLK",285,44.7,1.93,55.18,15.04,34.82,-14.44,78.77,NA,NA,NA,NA,NA,NA
"2000-01-01T21:00:00",60,"CLK",285,44.7,1.93,55.18,16.01,34.82,-14.44,86.51,NA,NA,NA,NA,NA,NA
"2000-01-01T22:00:00",60,"CLK",285,44.7,1.93,55.18,16.99,34.82,-14.44,95.5,NA,NA,NA,NA,NA,NA
"2000-01-01T23:00:00",60,"CLK",285,44.7,1.93,55.18,17.97,34.82,-14.44,105.35,NA,NA,NA,NA,NA,NA
"2000-01-02T00:00:00",60,"CLK",285,44.7,1.93,55.18,18.96,34.82,-14.44,115.74,NA,NA,NA,NA,NA,NA
"2000-01-02T01:00:00",60,"CLK",285,44.7,1.93,55.18,19.99,34.82,-14.44,126.37,NA,NA,NA,NA,NA,NA
"2000-01-02T02:00:00",60,"CLK",285,44.7,1.93,55.18,21.07,34.82,-14.44,136.89,NA,NA,NA,NA,NA,NA
"2000-01-02T03:00:00",60,"CLK",285,44.7,1.93,55.18,22.18,34.82,-14.44,146.73,NA,NA,NA,NA,NA,NA
"2000-01-02T04:00:00",60,"CLK",285,44.7,1.93,55.18,23.27,34.82,-14.44,154.68,NA,NA,NA,NA,NA,NA
"2000-01-02T05:00:00",60,"CLK",285,44.7,1.93,55.18,0.36,34.82,-14.44,158.26,NA,NA,NA,NA,NA,NA
"2000-01-02T06:00:00",60,"CLK",285,44.7,1.93,55.18,1.48,34.82,-14.44,155.4,NA,NA,NA,NA,NA,NA
"2000-01-02T07:00:00",60,"CLK",285,44.7,1.93,55.18,2.58,34.82,-14.44,147.82,NA,NA,NA,NA,NA,NA
